Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
M13_THORACISPINEPAIN,151,0.077 [0.068-0.09],8.597e-59,***,Pain in thoracic spine,Musculoskeletal
M13_SPONDYLOSIS,854,0.075 [0.062-0.09],6.137e-27,***,Spondylosis,Musculoskeletal
H8_BPV,30,0.075 [0.050-0.10],7.099e-04,***,Benign paroxysmal vertigo,Ear and mastoid
CD2_BENIGN_COLON_NOS,212,0.074 [0.049-0.10],0.001,**,"Benign neoplasm: Colon, unspecified",Neoplasms
H7_LACRIMALSYSTEM,110,0.073 [0.048-0.10],0.002,**,Disorders of lacrimal system,Eye and adnexa
CD2_BENIGN_EAR_RESP,224,0.072 [0.064-0.08],8.624e-57,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
M13_INTERVERTEB,3685,0.071 [0.065-0.08],1.710e-101,***,Other intervertebral disc disorders,Musculoskeletal
H7_EYEOTH,57,0.071 [0.057-0.08],6.235e-19,***,Other disorders of eye and adnexa,Eye and adnexa
I9_UAP,1483,0.069 [0.056-0.08],4.787e-21,***,Unstable angina pectoris,Circulatory
K11_LIVER,812,0.068 [0.055-0.08],8.936e-19,***,Diseases of liver,Digestive
F5_ALCOHOL_DEPENDENCE,95,0.067 [0.056-0.08],7.910e-28,***,Alcohol dependence,Mental and behavioural
AD_AM,451,0.065 [0.052-0.08],5.383e-16,***,Alzheimer disease (Atypical or mixed),Nervous
K11_CHOLANGI,1455,0.063 [0.061-0.06],1.000e-315,***,"Cholangitis (primary sclerosing, PSC)",Digestive
AB1_GASTROENTERITIS_NOS,923,0.063 [0.048-0.08],1.320e-11,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
H7_CONJUNCTIVITISACUNONATOPIC,214,0.063 [0.052-0.07],2.751e-27,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
M13_OTHERJOINT,3314,0.062 [0.054-0.07],1.754e-40,***,Other joint disorders,Musculoskeletal
L12_URTICA_NAS,213,0.062 [0.048-0.08],1.262e-13,***,Other and unspecified urticaria,Skin
I9_OTHPER,110,0.062 [0.049-0.07],1.030e-17,***,Other peripheral vascular diseases,Circulatory
E4_ENDOMETPOSTOP,4212,0.061 [0.059-0.06],1.000e-315,***,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Endocrine and metabolic
M13_ARTHROPATHIES,7062,0.061 [0.055-0.07],6.057e-81,***,Arthropathies,Musculoskeletal
E4_LIPOPROT,7076,0.059 [0.045-0.07],4.597e-12,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
M13_DORSOPATHY,8797,0.058 [0.054-0.06],2.325e-122,***,Dorsopathies,Musculoskeletal
N14_CHRONKIDNEYDIS,1777,0.058 [0.053-0.06],7.626e-108,***,Chronic kidney disease,Genitourinary
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.058 [0.055-0.06],1.248e-278,***,Non-follicular lymphoma,Neoplasms
F5_DEMENTIA,3309,0.057 [0.049-0.06],1.498e-46,***,Dementia,Mental and behavioural
L12_GRANULOMATOUSSKIN,404,0.055 [0.054-0.06],1.000e-315,***,Granulomatous disorders of skin and subcutaneous tissue,Skin
KRA_PSY_DEMENTIA,2863,0.053 [0.045-0.06],1.718e-34,***,Any dementia,Mental and behavioural
K11_HAEMORR,329,0.052 [0.037-0.07],1.033e-05,***,Haemorrhoids and perianal venous thrombosis,Digestive
E4_THYROID,25555,0.052 [0.050-0.05],1.000e-315,***,Disorders of the thyroid gland,Endocrine and metabolic
E4_ADDISON,668,0.051 [0.048-0.05],1.000e-315,***,Adrenocortical insufficiency,Endocrine and metabolic
G6_NEURODEGENERATIVE,4070,0.049 [0.043-0.05],7.262e-58,***,Unspecific neurodegenerative disorder,Nervous
AB1_SEXUAL_TRANSMISSION_NOS,10411,0.048 [0.047-0.05],1.000e-315,***,"Other predominantly sexually transmitted diseases, not elsewhere classified",Infectious and parasitic
H7_KERATITISOTH,43,0.048 [0.036-0.06],4.989e-10,***,Other keratitis,Eye and adnexa
KRA_PSY_SUBSTANCE,742,0.048 [0.035-0.06],3.771e-07,***,Substance abuse,Mental and behavioural
H7_OCUPAIN,174,0.047 [0.042-0.05],3.877e-56,***,Ocular pain,Eye and adnexa
RESP_ILL_DIS_CLASS_ELSEWHERE,55,0.047 [0.044-0.05],7.343e-181,***,Respiratory disorders in diseases classified elsewhere,Respiratory
N14_EROSECTROPUT,31,0.047 [0.039-0.06],4.782e-24,***,Erosion and ectropion of cervix uteri,Genitourinary
G6_ALZHEIMER,2982,0.046 [0.040-0.05],5.081e-42,***,Alzheimer disease,Nervous
I9_STR,191,0.045 [0.031-0.06],2.388e-05,***,"Stroke, excluding SAH",Circulatory
N14_NEPHROTICSYND,824,0.045 [0.043-0.05],1.000e-315,***,Nephrotic syndrome,Genitourinary
M13_MCTD,5075,0.045 [0.044-0.05],1.000e-315,***,Mixed connective tissue disease,Musculoskeletal
M13_MYOSITIS,988,0.043 [0.042-0.04],1.000e-315,***,Myositis,Musculoskeletal
I9_SEQULAE,126,0.043 [0.032-0.05],1.242e-08,***,Sequelae of cerebrovascular disease,Circulatory
G6_CARPTU,3265,0.042 [0.037-0.05],3.027e-71,***,Carpal tunnel syndrome,Nervous
N14_FIOTHNAS,100,0.042 [0.029-0.05],1.833e-05,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
M13_SPINSTENOSIS,4505,0.041 [0.037-0.05],9.407e-85,***,Spinal stenosis,Musculoskeletal
L12_DERMATITISECZEMA,8563,0.041 [0.037-0.05],4.983e-83,***,Dermatitis and eczema,Skin
M13_CONNECTNAS,4565,0.041 [0.040-0.04],1.000e-315,***,Other specified/unspecified systemic involvement of connective tissue,Musculoskeletal
H7_ORBIT,4635,0.041 [0.040-0.04],1.000e-315,***,Disorders of orbit,Eye and adnexa
F5_ALZHDEMENT,2076,0.039 [0.032-0.05],2.299e-24,***,Dementia in Alzheimer disease,Mental and behavioural
D3_ITP,120,0.039 [0.032-0.05],5.295e-20,***,Idiopathic thrombocytopenic purpura,Blood and immune
M13_CERVICALGIA,179,0.039 [0.030-0.05],1.420e-13,***,Cervicalgia,Musculoskeletal
N14_FEMALE_GENITAL_LSIL,2422,0.038 [0.035-0.04],1.457e-129,***,"LSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
E4_THYROIDITAUTOIM,932,0.038 [0.036-0.04],1.000e-315,***,Autoimmune thyroiditis,Endocrine and metabolic
APPENDACUT_COMPLIC,251,0.038 [0.030-0.05],1.451e-16,***,"Acute appendicitis, with complications",Digestive
L12_LICHENSIMPLEX,206,0.036 [0.032-0.04],1.205e-101,***,Lichen simplex chronicus,Skin
O15_HAEMORRH_EARLY_PREG,149,0.035 [0.027-0.04],7.372e-10,***,Haemorrhage in early pregnancy,Pregnancy
I9_AVBLOCK,403,0.035 [0.030-0.04],2.492e-37,***,AV-block,Circulatory
J10_LOWCHRON,14991,0.035 [0.032-0.04],7.851e-94,***,Chronic lower respiratory diseases,Respiratory
M13_MENISCUSDERANGEMENTS,937,0.035 [0.029-0.04],6.783e-26,***,Meniscus derangement,Musculoskeletal
K11_CHRONPANC,105,0.035 [0.028-0.04],1.386e-18,***,Chronic pancreatitis,Digestive
M13_ARTHROSIS_POLY,390,0.034 [0.027-0.04],2.525e-16,***,Polyarthrosis,Musculoskeletal
I9_CONDUCTIO,268,0.034 [0.027-0.04],6.950e-16,***,Conduction disorders,Circulatory
H8_MIDDLEMASTOID,2761,0.034 [0.027-0.04],7.131e-18,***,Diseases of middle ear and mastoid,Ear and mastoid
C3_CERVIX_UTERI,81,0.034 [0.030-0.04],3.504e-52,***,Malignant neoplasm of cervix uteri,Neoplasms
ALLERG_ASTHMA,7321,0.033 [0.031-0.04],5.408e-225,***,Allergic asthma (mode),Respiratory
K11_ORAL_LICHEN_PLANUS,6,0.032 [0.020-0.04],0.018,*,Oral lichen planus,Digestive
M13_PYOGARTH,525,0.032 [0.030-0.03],6.679e-165,***,Pyogenic arthritis,Musculoskeletal
CD2_HODGKIN_LYMPHOMA,268,0.032 [0.030-0.03],5.075e-245,***,"Hodgkin lymphoma, hilmo",Neoplasms
E4_OBESITYXTRMALV,103,0.031 [0.028-0.03],1.645e-71,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
H7_STENOLACRI,62,0.031 [0.023-0.04],2.802e-09,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
K11_OTHDIG,23141,0.031 [0.030-0.03],1.000e-315,***,Diseases of the digestive system,Digestive
K11_FEMHER,59,0.030 [0.022-0.04],7.379e-11,***,Femoral hernia,Digestive
M13_SPONDYLOPATHY,12014,0.029 [0.027-0.03],1.036e-120,***,Spondylopathies,Musculoskeletal
I9_PAROXTAC,262,0.029 [0.022-0.04],1.717e-11,***,Paroxysmal tachycardia,Circulatory
NEURODEGOTH,4178,0.029 [0.024-0.03],8.975e-22,***,Other degenerative diseases of the nervous system,Nervous
M13_SJOGREN,13564,0.029 [0.028-0.03],1.000e-315,***,Sicca syndrome [Sjögren],Musculoskeletal
G6_BELLPA,48,0.028 [0.019-0.04],7.310e-05,***,Bell's palsy,Nervous
K11_MALABSORB,6958,0.028 [0.027-0.03],1.000e-315,***,Intestinal malabsorption,Digestive
CD2_BENIGN_COLORECANI,1443,0.028 [0.020-0.04],1.881e-06,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
I9_PHLETHROMBDVTLOW,3262,0.028 [0.024-0.03],2.096e-59,***,DVT of lower extremities,Circulatory
L12_LUPUS,5381,0.027 [0.027-0.03],1.000e-315,***,Cutaneous lupus erythematosus,Skin
K11_APPENDACUT,1379,0.027 [0.021-0.03],7.102e-17,***,Acute appendicitis,Digestive
E4_THYTOXGOITDIF,19055,0.027 [0.026-0.03],1.000e-315,***,Thyrotoxicosis with diffuse goitre,Endocrine and metabolic
L12_BULLOUS,10568,0.026 [0.025-0.03],1.000e-315,***,Bullous disorders,Skin
O15_PREECLAMPS,162,0.026 [0.017-0.03],3.261e-04,***,Pre-eclampsia,Pregnancy
H8_HL_MIX_NAS,509,0.026 [0.017-0.03],0.001,**,Mixed conductive and sensorineural hearing loss,Ear and mastoid
POLLENALLERG,487,0.025 [0.019-0.03],1.211e-09,***,Pollen allergy,Respiratory
L12_SEBORRKERAT,374,0.025 [0.021-0.03],5.733e-22,***,Seborrhoeic keratosis,Skin
D3_SARCOIDOSIS,15089,0.025 [0.024-0.03],1.000e-315,***,Sarcoidosis,Blood and immune
ULCEROTH,633,0.023 [0.020-0.03],3.233e-58,***,Other ulcerative colitis,Digestive
M13_ARTHROSIS,4684,0.023 [0.015-0.03],2.148e-04,***,Arthrosis,Musculoskeletal
E4_GOITRENOD,331,0.022 [0.018-0.03],7.655e-20,***,Nontoxic single thyroid nodule,Endocrine and metabolic
INFLUENZA,139,0.022 [0.014-0.03],0.009,**,All influenza (not pneumonia),Respiratory
O15_LABOUR_UMBILICAL,119,0.022 [0.018-0.03],1.656e-26,***,Labour and delivery complicated by umbilical cord complications,Pregnancy
AUTOHEP,2902,0.021 [0.021-0.02],1.000e-315,***,Autoimmune hepatitis,Digestive
D3_ANAEMIA_B12_DEF,5007,0.020 [0.019-0.02],3.025e-182,***,Vitamin B12 deficiency anaemia,Blood and immune
K11_DIAHER,628,0.020 [0.016-0.02],3.203e-14,***,Diaphragmatic hernia,Digestive
PRIM_KNEEARTHROSIS,1523,0.020 [0.015-0.03],1.735e-10,***,"Primary gonarthrosis, bilateral",Musculoskeletal
I9_VTE,4387,0.020 [0.016-0.02],1.255e-17,***,Venous thromboembolism,Circulatory
H8_PERFORATION,143,0.020 [0.015-0.02],2.755e-09,***,Perforation of tympanic membrane,Ear and mastoid
N14_FEMALE_GENITAL_DYSPLASIA_ALL,7063,0.020 [0.018-0.02],6.449e-86,***,"All dysplastic lesions of the cervix uteri, vagina or vulva",Genitourinary
H7_PARASTRA6,76,0.019 [0.015-0.02],8.186e-12,***,Sixth [abducent] nerve palsy,Eye and adnexa
CD2_INSITU_BLADDER,34,0.018 [0.012-0.02],0.002,**,"Carcinoma in situ, bladder",Neoplasms
O15_PRE_OR_ECLAMPSIA,259,0.018 [0.011-0.02],0.029,*,Pre-eclampsia or eclampsia,Pregnancy
M13_TRIGGERFINGER,2255,0.017 [0.014-0.02],1.503e-22,***,Trigger finger,Musculoskeletal
G6_BASDEGENOTH,96,0.017 [0.011-0.02],0.013,*,Other degenerative diseases of the basal ganglia,Nervous
G6_TRINEU,93,0.017 [0.011-0.02],0.009,**,Trigeminal neuralgia,Nervous
E4_OVARDYS,221,0.017 [0.013-0.02],3.326e-12,***,Ovarian dysfunction,Endocrine and metabolic
I9_CARDMYOOTH,228,0.016 [0.012-0.02],2.249e-13,***,"Cardiomyopathy, other and unspecified",Circulatory
M13_ADHCAPSULITIS,1742,0.015 [0.011-0.02],9.766e-10,***,Adhesive capsulitis of shoulder,Musculoskeletal
G6_HYDROCEPH,204,0.015 [0.011-0.02],2.100e-06,***,Hydrocephalus,Nervous
M13_ARTHTROSIS_COX,3783,0.015 [0.011-0.02],1.756e-12,***,Coxarthrosis,Musculoskeletal
D3_BLOODNAS,64,0.014 [0.010-0.02],5.440e-04,***,Other and unspecified diseases of blood and blood-forming organs,Blood and immune
H7_EYELIDFUNC,23,0.014 [0.010-0.02],6.729e-07,***,Other disorders affecting eyelid function,Eye and adnexa
N14_ENDOMETRIOSIS_NOS,246,0.014 [0.009-0.02],1.200e-04,***,Unspecified/other endometriosis,Genitourinary
E4_PARATHYRO,319,0.013 [0.008-0.02],0.016,*,Disorders of parathyroid gland,Endocrine and metabolic
HERING_BILATERAL,346,0.013 [0.009-0.02],6.070e-06,***,"Inguinal hernia, bilateral",Digestive
E4_PCOS,353,0.012 [0.010-0.01],2.529e-17,***,Polycystic ovarian syndrome,Endocrine and metabolic
E4_OBESITYNAS,1620,0.012 [0.009-0.01],1.713e-12,***,"Obesity, other/unspecified",Endocrine and metabolic
I9_CARDMYO,446,0.012 [0.009-0.01],1.720e-10,***,Cardiomyopathy,Circulatory
L12_NONIONRADISKINNAS,27,0.011 [0.007-0.02],0.023,*,Other and unspecified skin changes due to chronic exposure to nonionizing radiation,Skin
N14_HYDROCELE,199,0.011 [0.008-0.02],0.001,**,Hydrocele,Genitourinary
H7_CHOROIDRETINA,12847,0.011 [0.009-0.01],4.177e-24,***,Disorders of choroid and retina,Eye and adnexa
L12_LICHSIMPANDPRURIGO,167,0.011 [0.007-0.02],0.005,**,Lichen simplex chronicus and prurigo,Skin
C3_CORPUS_UTERI,169,0.011 [0.007-0.02],0.032,*,Malignant neoplasm of corpus uteri,Neoplasms
K11_HERING,7336,0.011 [0.009-0.01],1.407e-16,***,Inguinal hernia,Digestive
I9_VARICVE,10262,0.010 [0.008-0.01],1.676e-08,***,Varicose veins,Circulatory
L12_ULCERLOWLIMB,2421,0.010 [0.007-0.01],1.170e-06,***,"Ulcer of lower limb, not elsewhere classified",Skin
M13_CRYSTALARTH,168,0.010 [0.007-0.01],6.988e-09,***,Other crystal arthropathies,Musculoskeletal
N14_ENDOMETRIOSIS_PELVICPERITONEUM,1404,0.010 [0.007-0.01],1.352e-08,***,Endometriosis of pelvic peritoneum,Genitourinary
DM_NEPHROPATHY,7402,0.010 [0.009-0.01],8.486e-64,***,Diabetic nephropathy,Genitourinary
G6_MS,12132,0.010 [0.009-0.01],1.026e-286,***,MS-disease / Multiple Sclerosis,Nervous
E4_OBESITY,3239,0.009 [0.006-0.01],0.035,*,Obesity,Endocrine and metabolic
H7_BLINDANDVISIMPAIRMENT,214,0.009 [0.006-0.01],0.032,*,Visual impairment including blindness (binocular or monocular),Eye and adnexa
ULCERNAS,2224,0.009 [0.006-0.01],2.640e-06,***,"Ulcerative colitis, NAS",Digestive
E4_GOITREMULTINOD,6287,0.008 [0.007-0.01],7.841e-15,***,Nontoxic multinodular goitre,Endocrine and metabolic
MUCOPROCT,4157,0.008 [0.006-0.01],1.218e-13,***,Mucosal proctocolitis,Digestive
E4_GLUCOPANCREAS,8980,0.008 [0.007-0.01],2.835e-79,***,Other disorders of glucose regulation and pancreatic internal secretion,Endocrine and metabolic
N14_FEMALE_GENITAL_HSIL,6550,0.008 [0.006-0.01],4.743e-20,***,"HSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
N14_CERVICAL_DYSPLASIA_ALL,5631,0.008 [0.006-0.01],1.667e-09,***,All dysplastic lesions of the cervix uteri,Genitourinary
H7_OPTNERVE,2671,0.008 [0.006-0.01],2.897e-21,***,Disorders of optic nerve and visual pathways,Eye and adnexa
K11_COELIAC,42111,0.008 [0.008-0.01],1.000e-315,***,Coeliac disease,Digestive
CHRONSMALL,2604,0.008 [0.006-0.01],4.343e-24,***,Crohn's disease of small intestine,Digestive
H7_CORNEALOTH,568,0.007 [0.005-0.01],4.325e-08,***,Other disorders of cornea,Eye and adnexa
N14_CERVICAL_HSIL,5964,0.007 [0.006-0.01],1.426e-13,***,HSIL lesion of the cervix uteri,Genitourinary
E4_GOITRENAS,1714,0.006 [0.005-0.01],3.096e-11,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
C3_OTHER_SKIN,9911,0.006 [0.005-0.01],1.791e-14,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
CHRONOTH,1965,0.006 [0.004-0.01],1.501e-05,***,Other Crohn's disease,Digestive
DM_NEUROPATHY,5299,0.005 [0.004-0.01],4.381e-12,***,Diabetic neuropathy,Endocrine and metabolic
C3_BASAL_CELL_CARCINOMA,10907,0.005 [0.004-0.01],4.254e-10,***,Basal cell carcinoma,Neoplasms
E4_PORBILIR,370,0.005 [0.004-0.01],2.208e-28,***,Disorders of porphyrin and bilirubin metabolism,Endocrine and metabolic
M13_VARUS,203,0.004 [0.003-0.01],1.015e-04,***,"Varus deformity, not elsewhere classified",Musculoskeletal
E4_LACTONAS,2420,0.004 [0.003-0.00],5.735e-45,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
E4_GILBERT,452,0.003 [0.003-0.00],5.074e-30,***,Gilbert syndrome,Endocrine and metabolic
H7_DISORDERLENSNAS,160,0.003 [0.002-0.00],0.027,*,Other specified and unspecified disorders of lens,Eye and adnexa
L12_PSORI_NAS,8866,0.002 [0.002-0.00],2.098e-07,***,Other and unspecified psoriasis,Skin
H7_KERATOCONUS,1133,0.002 [0.002-0.00],0.001,**,Hereditary corneal dystrophies,Eye and adnexa
E4_PLASMAPROT,960,0.002 [0.001-0.00],4.195e-10,***,"Disorders of plasma-protein metabolism, not elsewhere classified",Endocrine and metabolic
M13_SPONDYLINFLAMNAS,14599,-0.001 [-0.002--0.00],0.015,*,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
D3_COAGDEFNAS,3629,-0.003 [-0.004--0.00],2.036e-09,***,Other and unspecified coagulation defects,Blood and immune
L12_PAPULOSQUAMOUS,16405,-0.003 [-0.004--0.00],2.568e-04,***,Papulosquamous disorders,Skin
SPONDYLOARTHRITIS,25038,-0.004 [-0.004--0.00],3.078e-40,***,Spondyloarthritis,Musculoskeletal
RHEUMA_SERONEG,8327,-0.004 [-0.005--0.00],4.953e-08,***,Seronegative rheumatoid arthritis,Musculoskeletal
M13_ANKYLOSPON,29005,-0.004 [-0.004--0.00],5.827e-122,***,Ankylosing spondylitis,Musculoskeletal
C3_THYROID_GLAND,1116,-0.004 [-0.005--0.00],0.019,*,Malignant neoplasm of thyroid gland,Neoplasms
AB1_VIRAL_WARTS,3425,-0.004 [-0.005--0.00],7.220e-04,***,Viral warts,Infectious and parasitic
CD2_FOLLICULAR_LYMPHOMA,5808,-0.005 [-0.005--0.00],4.529e-44,***,"Follicular lymphoma, hilmo",Neoplasms
CHRONNAS,1420,-0.005 [-0.007--0.00],0.005,**,Crohn's disease NAS,Digestive
H7_SCLERACORNEA,15425,-0.006 [-0.008--0.00],3.736e-11,***,"Disorders of sclera, cornea, iris and ciliary body",Eye and adnexa
H7_IRIDOCYCLITIS,22983,-0.007 [-0.007--0.01],2.772e-92,***,Iridocyclitis,Eye and adnexa
CHIRBIL_PRIM,2402,-0.007 [-0.008--0.01],1.390e-40,***,Primary biliary cholangitis (PBC),Digestive
E4_IRON_MET,3833,-0.007 [-0.008--0.01],3.478e-149,***,Disorders of iron metabolism,Endocrine and metabolic
RHEUMA_OTHER_WIDE,12512,-0.007 [-0.008--0.01],3.409e-53,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
M13_POLYMYALGIA,4532,-0.008 [-0.009--0.01],1.190e-20,***,Polymyalgia rheumatica,Musculoskeletal
N14_ENDOMETRIOSIS,3268,-0.008 [-0.010--0.01],2.581e-04,***,Endometriosis,Genitourinary
N14_HYPERTROPHYBREAST,1659,-0.008 [-0.010--0.01],2.121e-04,***,Hypertrophy of breast,Genitourinary
RHEUMA_SEROPOS_WIDE,21443,-0.009 [-0.009--0.01],1.941e-189,***,"Seropositive rheumatoid arthritis, wide",Musculoskeletal
M13_POLYARTHROPATHIES,18752,-0.009 [-0.010--0.01],5.657e-28,***,Polyarthropathies,Musculoskeletal
K11_UMBHER,2034,-0.009 [-0.012--0.01],0.002,**,Umbilical hernia,Digestive
G6_ALS,180,-0.009 [-0.011--0.01],8.073e-09,***,Motor neuron disease,Nervous
RHEUMA_NOS,13051,-0.009 [-0.010--0.01],1.035e-127,***,Other/unspecified rheumatoid arthritis,Musculoskeletal
E4_THYROIDNASOTH,177,-0.009 [-0.011--0.01],1.811e-12,***,"Disorder of thyroid, unspecified",Endocrine and metabolic
M13_RHEUMA,20944,-0.009 [-0.010--0.01],7.638e-141,***,Rheumatoid arthritis,Musculoskeletal
H7_HEREDRETINADYST,308,-0.009 [-0.011--0.01],3.527e-17,***,Hereditary retinal dystrophy,Eye and adnexa
I9_THAORTANEUR,1182,-0.010 [-0.012--0.01],1.537e-14,***,Thoracic aortic aneurysm,Circulatory
I9_VARICVEOES,203,-0.010 [-0.014--0.01],0.048,*,Oesophageal varices,Circulatory
K11_HERNIA,6152,-0.010 [-0.014--0.01],0.032,*,Hernia,Digestive
H7_GLAUCOMA_NTG,563,-0.010 [-0.013--0.01],2.083e-09,***,Normotensive glaucoma,Eye and adnexa
DM_NEOVASCULAR_GLAUCOMA,434,-0.011 [-0.015--0.01],0.002,**,Neovascular glaucoma,Eye and adnexa
C3_ANUS_ANALCANAL,76,-0.012 [-0.015--0.01],2.156e-09,***,Malignant neoplasm of anus and anal canal,Neoplasms
H8_TINNITUS,193,-0.013 [-0.017--0.01],0.008,**,Tinnitus,Ear and mastoid
M13_GIANTCELL,1909,-0.013 [-0.014--0.01],3.134e-100,***,Giant cell arteritis,Musculoskeletal
M13_SYSTSLCE,1075,-0.013 [-0.015--0.01],9.436e-50,***,Systemic sclerosis,Musculoskeletal
C3_LUNG_NONSMALL,527,-0.013 [-0.015--0.01],1.468e-22,***,Non-small cell lung cancer,Neoplasms
J10_NASALPOLYP,7370,-0.014 [-0.015--0.01],1.293e-102,***,Nasal polyp,Respiratory
K11_VENTHER,1063,-0.014 [-0.018--0.01],1.052e-06,***,Ventral hernia,Digestive
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,-0.014 [-0.019--0.01],8.976e-05,***,Melanocytic naevi of scalp and neck,Neoplasms
ULCERRECT,2148,-0.014 [-0.016--0.01],2.072e-29,***,Ulcerative rectosigmoiditis,Digestive
C3_BRONCHUS_LUNG,573,-0.015 [-0.017--0.01],2.418e-25,***,Malignant neoplasm of bronchus and lung,Neoplasms
ASTHMA_NAS,3913,-0.015 [-0.018--0.01],1.395e-09,***,"Asthma, unspecified (mode)",Respiratory
I9_AORTANEUR,1277,-0.015 [-0.018--0.01],1.460e-19,***,Aortic aneurysm,Circulatory
M13_CALCIFICTEND,177,-0.015 [-0.018--0.01],8.907e-14,***,Calcific tendinitis of shoulder,Musculoskeletal
H8_HL_SEN_NAS,5357,-0.015 [-0.019--0.01],1.445e-12,***,Sensorineural hearing loss,Ear and mastoid
J10_EMPHYSEMA,365,-0.016 [-0.018--0.01],1.782e-28,***,Emphysema,Respiratory
