Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_OBESITYXTRMALV,103,0.067 [0.059-0.07],1.121e-57,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
K11_LIVER,812,0.065 [0.054-0.08],4.174e-26,***,Diseases of liver,Digestive
M13_CERVICALGIA,179,0.062 [0.052-0.07],3.165e-28,***,Cervicalgia,Musculoskeletal
H8_MIDDLEMASTOID,2761,0.062 [0.055-0.07],9.422e-58,***,Diseases of middle ear and mastoid,Ear and mastoid
AB1_SEXUAL_TRANSMISSION_NOS,10411,0.061 [0.060-0.06],1.000e-315,***,"Other predominantly sexually transmitted diseases, not elsewhere classified",Infectious and parasitic
ASTHMA_NAS,3913,0.061 [0.056-0.07],9.874e-118,***,"Asthma, unspecified (mode)",Respiratory
G6_CARPTU,3265,0.060 [0.055-0.07],1.448e-114,***,Carpal tunnel syndrome,Nervous
M13_OSTEOCHONDRO,166,0.060 [0.039-0.08],0.004,**,Osteopathies and chondropathies,Musculoskeletal
RESP_ILL_DIS_CLASS_ELSEWHERE,55,0.060 [0.057-0.06],1.000e-315,***,Respiratory disorders in diseases classified elsewhere,Respiratory
N14_FEMALE_GENITAL_LSIL,2422,0.059 [0.056-0.06],1.852e-211,***,"LSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
E4_ADDISON,668,0.059 [0.056-0.06],2.795e-250,***,Adrenocortical insufficiency,Endocrine and metabolic
H7_CONJUNCTIVITISACUNONATOPIC,214,0.057 [0.046-0.07],8.092e-20,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
M13_MCTD,5075,0.052 [0.051-0.05],1.000e-315,***,Mixed connective tissue disease,Musculoskeletal
K11_CHRONPANC,105,0.052 [0.044-0.06],1.632e-37,***,Chronic pancreatitis,Digestive
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.051 [0.043-0.06],2.881e-29,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
N14_NEPHROTICSYND,824,0.051 [0.048-0.05],2.190e-224,***,Nephrotic syndrome,Genitourinary
H7_OCUPAIN,174,0.051 [0.046-0.06],6.223e-75,***,Ocular pain,Eye and adnexa
M13_MENISCUSDERANGEMENTS,937,0.050 [0.044-0.06],1.210e-45,***,Meniscus derangement,Musculoskeletal
H7_CATARACTSENILE,4936,0.050 [0.045-0.06],2.334e-83,***,Senile cataract,Eye and adnexa
CD2_BENIGN_COLORECANI,1443,0.050 [0.038-0.06],1.161e-10,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
E4_LIPOPROT,7076,0.049 [0.035-0.06],6.517e-06,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
H7_VITRBODYGLOBE,276,0.049 [0.039-0.06],2.946e-18,***,Disorders of vitreous body,Eye and adnexa
H7_CATARACTOTHER,4338,0.049 [0.045-0.05],4.339e-126,***,Other cataract,Eye and adnexa
M13_CONNECTNAS,4565,0.049 [0.047-0.05],1.000e-315,***,Other specified/unspecified systemic involvement of connective tissue,Musculoskeletal
CD2_BENIGN_PITUITARY_CRANIPHAR,90,0.048 [0.042-0.05],1.110e-42,***,"Benign neoplasm: Pituitary gland, craniopharyngeal duct",Neoplasms
M13_MYOSITIS,988,0.048 [0.046-0.05],1.000e-315,***,Myositis,Musculoskeletal
KRA_PSY_SUBSTANCE,742,0.047 [0.039-0.06],4.888e-25,***,Substance abuse,Mental and behavioural
O15_HAEMORRH_EARLY_PREG,148,0.047 [0.035-0.06],5.182e-09,***,Haemorrhage in early pregnancy,Pregnancy
H7_ORBIT,4635,0.045 [0.044-0.05],1.000e-315,***,Disorders of orbit,Eye and adnexa
M13_ARTHROSIS,4684,0.045 [0.038-0.05],1.428e-30,***,Arthrosis,Musculoskeletal
C3_CANCER_WIDE,3272,0.045 [0.037-0.05],5.809e-21,***,"Malignant neoplasm, wide definition for exclusion",Neoplasms
E4_THYROIDITAUTOIM,932,0.045 [0.043-0.05],8.734e-280,***,Autoimmune thyroiditis,Endocrine and metabolic
N14_FEMALE_GENITAL_DYSPLASIA_ALL,7063,0.044 [0.042-0.05],1.326e-272,***,"All dysplastic lesions of the cervix uteri, vagina or vulva",Genitourinary
O15_DELIV_CAESAR,82,0.044 [0.029-0.06],0.001,**,Single delivery by caesarean section,Pregnancy
D3_ITP,120,0.043 [0.035-0.05],9.702e-19,***,Idiopathic thrombocytopenic purpura,Blood and immune
H7_KERATITISOTH,43,0.041 [0.029-0.05],1.032e-06,***,Other keratitis,Eye and adnexa
K11_OTHDIG,23141,0.039 [0.038-0.04],1.000e-315,***,Diseases of the digestive system,Digestive
K11_PANCOTH,29,0.038 [0.026-0.05],4.572e-05,***,Other diseases of pancreas,Digestive
F5_CANNABIS,7,0.038 [0.025-0.05],0.003,**,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
D3_ANAEMIA_B12_DEF,5007,0.037 [0.035-0.04],2.744e-249,***,Vitamin B12 deficiency anaemia,Blood and immune
M13_SJOGREN,13564,0.036 [0.035-0.04],1.000e-315,***,Sicca syndrome [Sjögren],Musculoskeletal
N14_CERVICAL_DYSPLASIA_ALL,5631,0.036 [0.033-0.04],1.877e-141,***,All dysplastic lesions of the cervix uteri,Genitourinary
M13_SPONDYLOPATHY,12014,0.034 [0.032-0.04],3.939e-148,***,Spondylopathies,Musculoskeletal
POLLENALLERG,487,0.034 [0.025-0.04],2.541e-08,***,Pollen allergy,Respiratory
C3_CERVIX_UTERI,81,0.033 [0.029-0.04],6.521e-59,***,Malignant neoplasm of cervix uteri,Neoplasms
M13_TRIGGERFINGER,2255,0.033 [0.030-0.04],2.056e-76,***,Trigger finger,Musculoskeletal
D3_SARCOIDOSIS,15089,0.033 [0.032-0.03],1.000e-315,***,Sarcoidosis,Blood and immune
K11_APPENDACUT,1379,0.033 [0.027-0.04],5.422e-24,***,Acute appendicitis,Digestive
M13_PYOGARTH,525,0.033 [0.030-0.04],6.594e-96,***,Pyogenic arthritis,Musculoskeletal
I9_AVBLOCK,403,0.033 [0.028-0.04],8.518e-33,***,AV-block,Circulatory
E4_THYTOXGOITDIF,19055,0.033 [0.032-0.03],1.000e-315,***,Thyrotoxicosis with diffuse goitre,Endocrine and metabolic
K11_MALABSORB,6958,0.032 [0.032-0.03],1.000e-315,***,Intestinal malabsorption,Digestive
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.032 [0.027-0.04],1.491e-26,***,Non-follicular lymphoma,Neoplasms
M13_ADHCAPSULITIS,1742,0.032 [0.028-0.04],3.900e-41,***,Adhesive capsulitis of shoulder,Musculoskeletal
NAFLD,505,0.032 [0.020-0.04],0.032,*,Nonalcoholic fatty liver disease,Digestive
L12_BULLOUS,10568,0.032 [0.031-0.03],1.000e-315,***,Bullous disorders,Skin
L12_LUPUS,5381,0.031 [0.030-0.03],1.000e-315,***,Cutaneous lupus erythematosus,Skin
H7_CHOROIDRETINA,12847,0.031 [0.029-0.03],5.588e-154,***,Disorders of choroid and retina,Eye and adnexa
E4_GOITRENOD,331,0.031 [0.026-0.04],3.206e-36,***,Nontoxic single thyroid nodule,Endocrine and metabolic
M13_ARTHROSIS_KNEE,5080,0.030 [0.026-0.03],6.866e-34,***,Gonarthrosis,Musculoskeletal
G6_SLEEPAPNO,1870,0.030 [0.021-0.04],2.045e-05,***,Sleep apnoea,Nervous
C3_BILIARY_GALLBLADDER,192,0.029 [0.019-0.04],0.002,**,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
M13_ARTHROSIS_POLY,390,0.029 [0.023-0.04],1.072e-15,***,Polyarthrosis,Musculoskeletal
PRIM_KNEEARTHROSIS,1523,0.028 [0.022-0.03],2.449e-14,***,"Primary gonarthrosis, bilateral",Musculoskeletal
N14_FEMALE_GENITAL_HSIL,6550,0.028 [0.026-0.03],1.279e-157,***,"HSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
F5_PANIC,375,0.027 [0.017-0.04],0.025,*,Panic disorder,Mental and behavioural
N14_CERVICAL_HSIL,5964,0.026 [0.024-0.03],3.021e-122,***,HSIL lesion of the cervix uteri,Genitourinary
M13_CRYSTALARTH,168,0.026 [0.023-0.03],4.908e-68,***,Other crystal arthropathies,Musculoskeletal
N14_FEMGENPAIN,145,0.026 [0.018-0.03],4.176e-05,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
E4_OVARDYS,221,0.025 [0.021-0.03],3.540e-24,***,Ovarian dysfunction,Endocrine and metabolic
CD2_HODGKIN_LYMPHOMA,268,0.025 [0.023-0.03],2.877e-70,***,"Hodgkin lymphoma, hilmo",Neoplasms
D3_THROMBOCYTOPENIANAS,73,0.025 [0.017-0.03],0.001,**,"Thrombocytopenia, unspecified",Blood and immune
O15_MATERN_CARE_OTHER,240,0.025 [0.018-0.03],1.150e-05,***,Maternal care for other known or suspected fetal problems,Pregnancy
I9_VTE,4388,0.025 [0.020-0.03],2.119e-22,***,Venous thromboembolism,Circulatory
F5_DEMENTIA,3309,0.025 [0.018-0.03],3.525e-09,***,Dementia,Mental and behavioural
AUTOHEP,2902,0.024 [0.023-0.02],1.000e-315,***,Autoimmune hepatitis,Digestive
I9_PHLETHROMBDVTLOW,3263,0.024 [0.021-0.03],2.202e-56,***,DVT of lower extremities,Circulatory
APPENDACUT_COMPLIC,251,0.024 [0.016-0.03],0.003,**,"Acute appendicitis, with complications",Digestive
D3_OTHERBLOOD,428,0.023 [0.021-0.03],1.945e-97,***,Other diseases of blood and blood-forming organs,Blood and immune
G6_HYDROCEPH,204,0.023 [0.019-0.03],1.035e-20,***,Hydrocephalus,Nervous
H7_KERATITIS,1243,0.023 [0.020-0.03],2.685e-29,***,Keratitis,Eye and adnexa
ALLERG_RHINITIS,746,0.023 [0.015-0.03],0.002,**,Allergic rhinitis,Respiratory
I9_HYPTENSESS,17744,0.022 [0.017-0.03],1.195e-13,***,"Hypertension, essential",Circulatory
DM_NEPHROPATHY,7402,0.022 [0.020-0.02],4.666e-204,***,Diabetic nephropathy,Genitourinary
H8_HL_MIX_NAS,509,0.022 [0.015-0.03],7.075e-04,***,Mixed conductive and sensorineural hearing loss,Ear and mastoid
I9_CONDUCTIO,268,0.021 [0.015-0.03],1.595e-06,***,Conduction disorders,Circulatory
N14_CERVICAL_LSIL,1187,0.021 [0.016-0.03],3.212e-13,***,LSIL lesion of the cervix uteri,Genitourinary
L12_ULCERLOWLIMB,2421,0.021 [0.017-0.02],2.718e-31,***,"Ulcer of lower limb, not elsewhere classified",Skin
L12_LICHENSIMPLEX,206,0.020 [0.018-0.02],2.100e-36,***,Lichen simplex chronicus,Skin
G6_TRINEU,93,0.020 [0.015-0.03],3.249e-07,***,Trigeminal neuralgia,Nervous
KRA_PSY_DEMENTIA,2863,0.020 [0.014-0.03],6.601e-04,***,Any dementia,Mental and behavioural
G6_ALZHEIMER,2982,0.020 [0.015-0.03],5.698e-08,***,Alzheimer disease,Nervous
CD2_INSITU_CERVIX_UTERI,1636,0.020 [0.017-0.02],4.916e-29,***,Carcinoma in situ of cervix uteri,Neoplasms
I9_SAH,322,0.018 [0.015-0.02],6.403e-28,***,Subarachnoid haemorrhage,Circulatory
G6_NEURODEGENERATIVE,4070,0.018 [0.013-0.02],1.187e-07,***,Unspecific neurodegenerative disorder,Nervous
H8_PERFORATION,143,0.018 [0.014-0.02],6.663e-09,***,Perforation of tympanic membrane,Ear and mastoid
E4_OBESITYNAS,1620,0.018 [0.014-0.02],3.964e-10,***,"Obesity, other/unspecified",Endocrine and metabolic
J10_PERITONSABSC,1910,0.018 [0.012-0.02],2.162e-04,***,Peritonsillar abscess,Respiratory
E4_OBESITY,3239,0.017 [0.012-0.02],2.038e-07,***,Obesity,Endocrine and metabolic
L12_SEBORRKERAT,374,0.016 [0.012-0.02],1.014e-08,***,Seborrhoeic keratosis,Skin
E4_GLUCOPANCREAS,8980,0.016 [0.015-0.02],2.307e-229,***,Other disorders of glucose regulation and pancreatic internal secretion,Endocrine and metabolic
DM_NEUROPATHY,5299,0.015 [0.013-0.02],3.440e-74,***,Diabetic neuropathy,Endocrine and metabolic
L12_LICHSIMPANDPRURIGO,167,0.015 [0.011-0.02],4.070e-10,***,Lichen simplex chronicus and prurigo,Skin
AB1_VIRAL_WARTS,3425,0.015 [0.013-0.02],5.283e-49,***,Viral warts,Infectious and parasitic
E4_PCOS,353,0.014 [0.011-0.02],1.391e-18,***,Polycystic ovarian syndrome,Endocrine and metabolic
D3_BLOODNAS,64,0.014 [0.009-0.02],2.263e-04,***,Other and unspecified diseases of blood and blood-forming organs,Blood and immune
H8_HL_SEN_NAS,5357,0.014 [0.009-0.02],7.684e-04,***,Sensorineural hearing loss,Ear and mastoid
ULCEROTH,633,0.013 [0.009-0.02],6.991e-07,***,Other ulcerative colitis,Digestive
CHRONSMALL,2604,0.012 [0.011-0.01],2.142e-34,***,Crohn's disease of small intestine,Digestive
E4_GOITREMULTINOD,6287,0.012 [0.010-0.01],2.266e-18,***,Nontoxic multinodular goitre,Endocrine and metabolic
I9_HYPTENS,25618,0.012 [0.008-0.02],0.001,**,Hypertension,Circulatory
M13_ARTHTROSIS_COX,3783,0.012 [0.008-0.02],5.153e-05,***,Coxarthrosis,Musculoskeletal
H7_EYELIDFUNC,23,0.011 [0.008-0.01],4.913e-04,***,Other disorders affecting eyelid function,Eye and adnexa
K11_COELIAC,42111,0.011 [0.011-0.01],1.000e-315,***,Coeliac disease,Digestive
O15_LABOUR_UMBILICAL,119,0.010 [0.007-0.01],4.125e-04,***,Labour and delivery complicated by umbilical cord complications,Pregnancy
E4_GOITRENAS,1714,0.010 [0.008-0.01],1.073e-36,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
H7_RETINALBREAK,282,0.010 [0.006-0.01],0.010,**,Retinal breaks without detachment,Eye and adnexa
H7_DIVERGSTRAB,291,0.009 [0.006-0.01],4.183e-05,***,Divergent concomitant strabismus,Eye and adnexa
G6_MS,12132,0.008 [0.008-0.01],2.112e-123,***,MS-disease / Multiple Sclerosis,Nervous
CHRONMYELOPRO,471,0.008 [0.007-0.01],2.470e-91,***,Chronic myeloproliferative disease,Neoplasms
THROMBOCYTAEMIA,728,0.007 [0.007-0.01],6.208e-51,***,Essential (haemorrhagic) thrombocythaemia,Neoplasms
G6_PARKINSON,2693,0.007 [0.007-0.01],3.938e-67,***,Parkinson's disease,Nervous
M13_VARUS,203,0.006 [0.005-0.01],6.626e-18,***,"Varus deformity, not elsewhere classified",Musculoskeletal
DRY_AMD,4885,0.006 [0.004-0.01],2.119e-13,***,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
POLYCYTVERA,838,0.005 [0.005-0.01],3.734e-78,***,Polycythaemia vera,Neoplasms
I9_AF,9821,0.005 [0.003-0.01],3.470e-04,***,Atrial fibrillation and flutter,Circulatory
IPF,3405,0.005 [0.005-0.01],2.085e-66,***,Idiopathic pulmonary fibrosis,Respiratory
H7_DISORDERLENSNAS,160,0.004 [0.003-0.01],1.673e-09,***,Other specified and unspecified disorders of lens,Eye and adnexa
L12_PSORI_VULG,15019,0.004 [0.003-0.00],1.188e-12,***,Psoriasis vulgaris,Skin
L12_PSORIASIS,18203,0.003 [0.002-0.00],3.847e-07,***,Psoriasis,Skin
L12_PSORI_NAS,8866,0.003 [0.002-0.00],3.858e-09,***,Other and unspecified psoriasis,Skin
E4_LACTONAS,2420,0.003 [0.002-0.00],9.087e-30,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
E4_PORBILIR,370,0.002 [0.002-0.00],4.230e-12,***,Disorders of porphyrin and bilirubin metabolism,Endocrine and metabolic
D3_COAGOTHER,2573,0.002 [0.001-0.00],1.575e-04,***,Other coagulation defects,Blood and immune
E4_GILBERT,452,0.001 [0.001-0.00],3.044e-06,***,Gilbert syndrome,Endocrine and metabolic
M13_ANKYLOSPON,29005,-0.002 [-0.003--0.00],1.798e-36,***,Ankylosing spondylitis,Musculoskeletal
RHEUMA_OTHER_WIDE,12512,-0.004 [-0.005--0.00],1.908e-06,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
GOUT_IDIO,1453,-0.004 [-0.005--0.00],4.329e-04,***,Idiopathic gout,Musculoskeletal
H7_GLAUCOMA_NTG,563,-0.005 [-0.006--0.00],0.003,**,Normotensive glaucoma,Eye and adnexa
H7_IRIDOCYCLITIS,22983,-0.005 [-0.006--0.00],1.574e-37,***,Iridocyclitis,Eye and adnexa
E4_IRON_MET,3833,-0.005 [-0.006--0.01],1.830e-174,***,Disorders of iron metabolism,Endocrine and metabolic
H7_IRIDONAS,4666,-0.006 [-0.007--0.00],1.130e-19,***,Other and unspecified iridocyclitis,Eye and adnexa
G6_RLS,898,-0.006 [-0.008--0.00],0.010,**,Restless leg syndrome,Nervous
H7_HEREDRETINADYST,308,-0.006 [-0.008--0.00],2.964e-07,***,Hereditary retinal dystrophy,Eye and adnexa
L12_ATROPHICSKIN,3167,-0.006 [-0.008--0.00],1.422e-04,***,Atrophic disorders of skin,Skin
M13_POLYMYALGIA,4532,-0.006 [-0.009--0.00],3.208e-04,***,Polymyalgia rheumatica,Musculoskeletal
RHEUMA_NOS,13051,-0.007 [-0.008--0.01],1.418e-42,***,Other/unspecified rheumatoid arthritis,Musculoskeletal
G6_OTHDEMYEL,3560,-0.007 [-0.008--0.01],1.928e-33,***,Other demyelinating diseases of the central nervous system,Nervous
G6_ALS,180,-0.007 [-0.009--0.01],2.091e-08,***,Motor neuron disease,Nervous
E4_THYROIDNASOTH,177,-0.007 [-0.009--0.01],1.230e-07,***,"Disorder of thyroid, unspecified",Endocrine and metabolic
M13_RHEUMA,20944,-0.007 [-0.008--0.01],1.067e-65,***,Rheumatoid arthritis,Musculoskeletal
N14_DIALYSIS,1620,-0.008 [-0.009--0.01],1.657e-12,***,Dialysis,Genitourinary
RHEUMA_SEROPOS_WIDE,21443,-0.008 [-0.008--0.01],3.561e-107,***,"Seropositive rheumatoid arthritis, wide",Musculoskeletal
C3_THYROID_GLAND,1116,-0.009 [-0.011--0.01],6.494e-22,***,Malignant neoplasm of thyroid gland,Neoplasms
H7_BLINDMONOCULAR,75,-0.010 [-0.014--0.01],8.315e-04,***,"Blindness, monocular",Eye and adnexa
M13_SYSTSLCE,1075,-0.011 [-0.013--0.01],1.606e-17,***,Systemic sclerosis,Musculoskeletal
N14_ENDOMETRIOSIS,3268,-0.011 [-0.013--0.01],2.003e-09,***,Endometriosis,Genitourinary
CD2_BENIGN_MENINGES,586,-0.011 [-0.014--0.01],3.105e-10,***,Benign neoplasm of meninges,Neoplasms
M13_POLYARTHRITIS,1672,-0.011 [-0.013--0.01],2.258e-21,***,"Polyarthritis, unspecified",Musculoskeletal
H8_TINNITUS,193,-0.012 [-0.015--0.01],7.124e-05,***,Tinnitus,Ear and mastoid
CD2_BENIGN_THYROID,151,-0.013 [-0.016--0.01],4.114e-16,***,Benign neoplasm of thyroid gland,Neoplasms
L12_CORNSANDCALLOS,491,-0.015 [-0.018--0.01],1.864e-21,***,Corns and callosities,Skin
H8_EXTOTITIS,1164,-0.016 [-0.021--0.01],1.091e-07,***,Otitis externa,Ear and mastoid
CD2_FOLLICULAR_LYMPHOMA,5808,-0.017 [-0.018--0.02],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
I9_ARTOTH,187,-0.017 [-0.022--0.01],1.433e-06,***,Other diseases of arteries and capillaries,Circulatory
N14_PHIMOSIS,4306,-0.017 [-0.019--0.02],2.620e-62,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
K11_VENTHER,1063,-0.018 [-0.023--0.01],6.994e-05,***,Ventral hernia,Digestive
M13_OSTEOMYELITIS,308,-0.018 [-0.024--0.01],3.854e-05,***,Osteomyelitis,Musculoskeletal
K11_FIBROCHIRLIV,942,-0.018 [-0.022--0.01],6.952e-12,***,Fibrosis and cirrhosis of liver,Digestive
ULCERRECT,2148,-0.018 [-0.021--0.02],1.545e-38,***,Ulcerative rectosigmoiditis,Digestive
I9_THAORTANEUR,1182,-0.019 [-0.021--0.02],3.858e-54,***,Thoracic aortic aneurysm,Circulatory
O15_GESTAT_HYPERT,476,-0.019 [-0.026--0.01],0.030,*,Gestational [pregnancy-induced] hypertension,Pregnancy
K11_DIVERTIC,4845,-0.020 [-0.023--0.02],2.064e-27,***,Diverticular disease of intestine,Digestive
CD2_BENIGN_OVARY,144,-0.020 [-0.027--0.01],0.002,**,Benign neoplasm of ovary,Neoplasms
C3_ANUS_ANALCANAL,76,-0.020 [-0.023--0.02],2.147e-28,***,Malignant neoplasm of anus and anal canal,Neoplasms
I9_OTHARR,798,-0.020 [-0.027--0.01],0.001,**,Other arrhythmias,Circulatory
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,-0.020 [-0.025--0.02],1.164e-16,***,Melanocytic naevi of scalp and neck,Neoplasms
M13_FIBROMYALGIA,102,-0.020 [-0.027--0.01],7.242e-04,***,Fibromyalgia,Musculoskeletal
C3_LUNG_NONSMALL,527,-0.021 [-0.024--0.02],1.804e-43,***,Non-small cell lung cancer,Neoplasms
CD2_BENIGN_LEIOMYOMA_UTERI,9079,-0.021 [-0.023--0.02],3.660e-104,***,Leiomyoma of uterus,Neoplasms
L12_ROSACEANAS,82,-0.022 [-0.029--0.02],7.564e-05,***,Other and unspecified rosacea,Skin
