Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_DIAHER,628,0.022 [0.017-0.03],8.346e-17,***,Diaphragmatic hernia,Digestive
O15_PREG_OTHER_MAT_DISORD,1961,0.022 [0.016-0.03],5.024e-08,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
C3_ANUS_ANALCANAL,76,0.021 [0.017-0.03],4.790e-19,***,Malignant neoplasm of anus and anal canal,Neoplasms
H8_EXTOTITIS,1164,0.021 [0.015-0.03],1.546e-06,***,Otitis externa,Ear and mastoid
J10_EMPHYSEMA,365,0.021 [0.018-0.02],1.334e-47,***,Emphysema,Respiratory
C3_BRONCHUS_LUNG,573,0.020 [0.016-0.02],3.689e-19,***,Malignant neoplasm of bronchus and lung,Neoplasms
M13_POLYMYALGIA,4532,0.020 [0.017-0.02],3.489e-47,***,Polymyalgia rheumatica,Musculoskeletal
C3_LUNG_NONSMALL,527,0.019 [0.015-0.02],2.433e-21,***,Non-small cell lung cancer,Neoplasms
CD2_BENIGN_MELANOCYTIC,521,0.019 [0.015-0.02],1.364e-15,***,Melanocytic naevi,Neoplasms
H7_STENOLACRI,62,0.019 [0.012-0.03],0.038,*,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
H7_OPTNERVE,2671,0.019 [0.014-0.02],1.696e-10,***,Disorders of optic nerve and visual pathways,Eye and adnexa
F5_PTSD,319,0.018 [0.014-0.02],2.288e-12,***,Post-traumatic stress disorder,Mental and behavioural
H7_GLAUCNAS,69,0.018 [0.012-0.02],1.869e-04,***,Other and unspecified glaucoma,Eye and adnexa
G6_OTHDEMYEL,3560,0.018 [0.016-0.02],2.591e-103,***,Other demyelinating diseases of the central nervous system,Nervous
L12_PAPULOSQUAMOUS,16405,0.018 [0.016-0.02],6.717e-115,***,Papulosquamous disorders,Skin
K11_HERING,7336,0.017 [0.015-0.02],5.933e-42,***,Inguinal hernia,Digestive
N14_OVARYCYST,986,0.016 [0.012-0.02],1.676e-07,***,Ovarian cyst,Genitourinary
C3_THYROID_GLAND,1116,0.016 [0.014-0.02],6.351e-57,***,Malignant neoplasm of thyroid gland,Neoplasms
G6_MYONEU,229,0.016 [0.012-0.02],4.078e-14,***,Diseases of the myoneural junction and muscle,Nervous
O15_LABOUR_UMBILICAL,118,0.014 [0.011-0.02],4.259e-11,***,Labour and delivery complicated by umbilical cord complications,Pregnancy
C3_OTHER_SKIN,9911,0.014 [0.011-0.02],5.368e-23,***,Other malignant neoplasms of skin (=non-melanoma skin cancer),Neoplasms
E4_LACTONAS,2420,0.014 [0.013-0.01],2.076e-189,***,"Lactose intolerance, other/unspecified",Endocrine and metabolic
M13_FOREIGNBODY,77,0.013 [0.009-0.02],1.603e-04,***,Residual foreign body in soft tissue,Musculoskeletal
M13_CRYSTALARTH,168,0.013 [0.010-0.02],1.708e-20,***,Other crystal arthropathies,Musculoskeletal
L12_LICHSIMPANDPRURIGO,167,0.013 [0.009-0.02],2.927e-06,***,Lichen simplex chronicus and prurigo,Skin
L12_LICHENSIMPLEX,206,0.012 [0.010-0.02],3.585e-11,***,Lichen simplex chronicus,Skin
AMN2,162,0.012 [0.008-0.02],0.003,**,Transient global amnesia,Nervous
C3_BASAL_CELL_CARCINOMA,10907,0.012 [0.010-0.01],3.901e-23,***,Basal cell carcinoma,Neoplasms
L12_CORNSANDCALLOS,491,0.012 [0.009-0.02],5.376e-06,***,Corns and callosities,Skin
M13_SYSTSLCE,1075,0.011 [0.009-0.01],1.746e-11,***,Systemic sclerosis,Musculoskeletal
CD2_BENIGN_ADRENAL,332,0.011 [0.009-0.01],5.234e-12,***,Benign neoplasm: Adrenal gland,Neoplasms
H7_IRIDONAS,4666,0.011 [0.010-0.01],1.693e-75,***,Other and unspecified iridocyclitis,Eye and adnexa
CD2_BENIGN_MENINGES,586,0.010 [0.007-0.01],3.718e-05,***,Benign neoplasm of meninges,Neoplasms
L12_PSORI_NAS,8866,0.010 [0.009-0.01],5.674e-98,***,Other and unspecified psoriasis,Skin
N14_CALCUKIDUR,1321,0.009 [0.006-0.01],0.011,*,Calculus of kidney and ureter,Genitourinary
I9_PHLETHROMBDVTLOW,3263,0.009 [0.006-0.01],0.001,**,DVT of lower extremities,Circulatory
L12_ATROPHICSKIN,3167,0.009 [0.006-0.01],4.379e-06,***,Atrophic disorders of skin,Skin
L12_PSORI_VULG,15019,0.008 [0.007-0.01],1.217e-56,***,Psoriasis vulgaris,Skin
O15_MATERN_HYPERT_UNS,90,0.008 [0.006-0.01],2.146e-06,***,Unspecified maternal hypertension,Pregnancy
M13_PSORIARTH,11111,0.008 [0.007-0.01],3.805e-47,***,Psoriatic arthropathies,Musculoskeletal
L12_PSORIASIS,18203,0.008 [0.007-0.01],1.046e-41,***,Psoriasis,Skin
M13_GOUT,3183,0.008 [0.006-0.01],5.254e-08,***,Gout,Musculoskeletal
CD2_BENIGN_LEIOMYOMA_UTERI,9079,0.007 [0.006-0.01],7.974e-13,***,Leiomyoma of uterus,Neoplasms
GOUT_IDIO,1453,0.007 [0.006-0.01],2.436e-17,***,Idiopathic gout,Musculoskeletal
RHEUMA_SEROPOS_WIDE,21443,0.005 [0.004-0.01],9.656e-24,***,"Seropositive rheumatoid arthritis, wide",Musculoskeletal
M13_RHEUMA,20944,0.004 [0.003-0.01],4.558e-11,***,Rheumatoid arthritis,Musculoskeletal
N14_ENDOMETRIOSIS_OVARY,2678,0.004 [0.003-0.01],0.001,**,Endometriosis of ovary,Genitourinary
D3_HEREDOTHCLOFACTORS,1113,0.001 [0.001-0.00],0.003,**,Hereditary deficiency of other clotting factors,Blood and immune
I9_CARDMYOHYP,293,-0.002 [-0.003--0.00],1.361e-04,***,"Cardiomyopathy, Hypertrophic obstructive",Circulatory
M13_ANKYLOSPON,29005,-0.003 [-0.003--0.00],6.354e-41,***,Ankylosing spondylitis,Musculoskeletal
I9_HYPERTROCARDMYOP,483,-0.003 [-0.003--0.00],2.211e-11,***,Hypertrophic cardiomyopathy,Circulatory
E4_GOITREMULTINOD,6287,-0.003 [-0.004--0.00],1.721e-05,***,Nontoxic multinodular goitre,Endocrine and metabolic
M13_SPONDYLINFLAMNAS,14599,-0.003 [-0.004--0.00],1.827e-22,***,Other specified/unspecified inflammatory spondylopathies,Musculoskeletal
E4_IRON_MET,3833,-0.003 [-0.004--0.00],6.129e-41,***,Disorders of iron metabolism,Endocrine and metabolic
SPONDYLOARTHRITIS,25038,-0.004 [-0.004--0.00],1.428e-31,***,Spondyloarthritis,Musculoskeletal
D3_COAGDEFNAS,3630,-0.004 [-0.004--0.00],7.116e-17,***,Other and unspecified coagulation defects,Blood and immune
POLYCYTVERA,838,-0.004 [-0.005--0.00],7.322e-49,***,Polycythaemia vera,Neoplasms
C3_MELANOMA_SKIN,2304,-0.005 [-0.007--0.00],1.068e-05,***,Malignant melanoma of skin,Neoplasms
DRY_AMD,4885,-0.005 [-0.007--0.00],2.085e-05,***,Dry age-related macular degeneration (includes geographic atrophy),Eye and adnexa
M13_FIBROBLASTIC,2687,-0.006 [-0.007--0.00],8.251e-06,***,Fibroblastic disorders,Musculoskeletal
I9_AF,9821,-0.006 [-0.008--0.00],6.233e-07,***,Atrial fibrillation and flutter,Circulatory
CHRONMYELOPRO,471,-0.006 [-0.007--0.01],3.223e-50,***,Chronic myeloproliferative disease,Neoplasms
MUCOPROCT,4157,-0.006 [-0.009--0.00],0.032,*,Mucosal proctocolitis,Digestive
E4_GOITRENAS,1714,-0.007 [-0.008--0.01],2.444e-21,***,Other and/or unspecified nontoxic goitre,Endocrine and metabolic
H8_OTOSCLE,2888,-0.007 [-0.008--0.01],8.413e-30,***,Otosclerosis,Ear and mastoid
N14_GLOMEINOTH,5455,-0.007 [-0.009--0.01],3.152e-13,***,Glomerular disorders in diseases classified elsewhere,Genitourinary
CHRONNAS,1420,-0.007 [-0.010--0.01],3.835e-04,***,Crohn's disease NAS,Digestive
THROMBOCYTAEMIA,728,-0.008 [-0.009--0.01],1.356e-56,***,Essential (haemorrhagic) thrombocythaemia,Neoplasms
CHIRBIL_PRIM,2402,-0.008 [-0.010--0.01],4.169e-24,***,Primary biliary cholangitis (PBC),Digestive
M13_SPONDYLOPATHY,12014,-0.008 [-0.011--0.01],1.020e-04,***,Spondylopathies,Musculoskeletal
DM_NEOVASCULAR_GLAUCOMA,434,-0.009 [-0.012--0.01],9.652e-05,***,Neovascular glaucoma,Eye and adnexa
E4_THYROIDNASOTH,177,-0.009 [-0.011--0.01],1.619e-15,***,"Disorder of thyroid, unspecified",Endocrine and metabolic
H7_RETINALBREAK,282,-0.010 [-0.013--0.01],0.013,*,Retinal breaks without detachment,Eye and adnexa
M13_EARLY_LUMBAR_PROLAPSE,506,-0.010 [-0.012--0.01],6.775e-08,***,"Early lumbar disc prolapse, operated",Musculoskeletal
K11_COELIAC,42111,-0.010 [-0.011--0.01],1.000e-315,***,Coeliac disease,Digestive
ULCERPROCT,1091,-0.012 [-0.014--0.01],2.864e-23,***,Ulcerative proctitis,Digestive
K11_DIVERTIC,4845,-0.012 [-0.017--0.01],0.009,**,Diverticular disease of intestine,Digestive
ULCERNAS,2224,-0.012 [-0.015--0.01],7.508e-11,***,"Ulcerative colitis, NAS",Digestive
H7_GLAUCOMA_NTG,563,-0.014 [-0.018--0.01],0.014,*,Normotensive glaucoma,Eye and adnexa
AUTOHEP,2902,-0.014 [-0.015--0.01],1.000e-315,***,Autoimmune hepatitis,Digestive
M13_VARUS,203,-0.015 [-0.016--0.01],6.101e-117,***,"Varus deformity, not elsewhere classified",Musculoskeletal
E4_OBESITYNAS,1620,-0.015 [-0.017--0.01],1.590e-31,***,"Obesity, other/unspecified",Endocrine and metabolic
M13_CALCIFICTEND,177,-0.016 [-0.019--0.01],4.542e-19,***,Calcific tendinitis of shoulder,Musculoskeletal
ULCEROTH,633,-0.016 [-0.022--0.01],0.004,**,Other ulcerative colitis,Digestive
CHRONSMALL,2604,-0.017 [-0.020--0.01],1.827e-25,***,Crohn's disease of small intestine,Digestive
D3_OTHERBLOOD,428,-0.017 [-0.019--0.01],7.416e-50,***,Other diseases of blood and blood-forming organs,Blood and immune
N14_FEMGENPROL,2263,-0.017 [-0.021--0.01],6.138e-11,***,Female genital prolapse,Genitourinary
C3_CLL_WIDE,431,-0.017 [-0.019--0.02],1.608e-67,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
L12_ULCERLOWLIMB,2421,-0.017 [-0.020--0.01],2.778e-27,***,"Ulcer of lower limb, not elsewhere classified",Skin
N14_HYPERTROPHYBREAST,1659,-0.018 [-0.020--0.02],1.502e-45,***,Hypertrophy of breast,Genitourinary
L12_LUPUS,5381,-0.018 [-0.019--0.02],1.000e-315,***,Cutaneous lupus erythematosus,Skin
CD2_INSITU_CERVIX_UTERI,1636,-0.018 [-0.022--0.01],3.928e-15,***,Carcinoma in situ of cervix uteri,Neoplasms
H8_OTHEREAR,3939,-0.018 [-0.025--0.01],0.043,*,Other disorders of ear,Ear and mastoid
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,-0.018 [-0.022--0.01],2.266e-12,***,Melanocytic naevi of scalp and neck,Neoplasms
M13_MYALGIA,253,-0.018 [-0.025--0.01],0.018,*,Myalgia,Musculoskeletal
D3_ANAEMIAINCHRONICDISEASE,72,-0.018 [-0.025--0.01],0.006,**,Anaemia in chronic diseases classified elsewhere,Blood and immune
H7_OCUPAIN,174,-0.019 [-0.024--0.01],7.226e-07,***,Ocular pain,Eye and adnexa
H8_HL_PRESBY,136,-0.019 [-0.024--0.01],2.217e-05,***,Presbycusis,Ear and mastoid
K11_CHOLELITH,10661,-0.019 [-0.023--0.01],1.148e-13,***,Cholelithiasis,Digestive
D3_WHITEBLOODCELLNAS,70,-0.019 [-0.025--0.01],1.186e-05,***,Other and unspecified disorders of white blood cells,Blood and immune
E4_OBESITYXTRMALV,103,-0.019 [-0.022--0.02],1.917e-28,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
K11_MALABSORB,6958,-0.019 [-0.020--0.02],1.000e-315,***,Intestinal malabsorption,Digestive
E4_GLUCOPANCREAS,8980,-0.021 [-0.022--0.02],2.861e-299,***,Other disorders of glucose regulation and pancreatic internal secretion,Endocrine and metabolic
DM_NEUROPATHY,5299,-0.021 [-0.023--0.02],3.740e-103,***,Diabetic neuropathy,Endocrine and metabolic
K11_PERITONITIS,161,-0.023 [-0.027--0.02],1.768e-29,***,Acute peritonitis,Digestive
M13_PLANTARFASC,87,-0.023 [-0.031--0.01],0.014,*,Plantar fascial fibromatosis,Musculoskeletal
E4_OBESITY,3239,-0.023 [-0.026--0.02],3.191e-50,***,Obesity,Endocrine and metabolic
L12_BULLOUS,10568,-0.024 [-0.024--0.02],1.000e-315,***,Bullous disorders,Skin
H7_ORBIT,4635,-0.024 [-0.024--0.02],1.000e-315,***,Disorders of orbit,Eye and adnexa
E4_THYTOXGOITDIF,19055,-0.024 [-0.025--0.02],1.000e-315,***,Thyrotoxicosis with diffuse goitre,Endocrine and metabolic
C3_HEPATOCELLU_CARC,441,-0.024 [-0.030--0.02],2.136e-10,***,Hepatocellular carcinoma,Neoplasms
O15_HAEMORRH_EARLY_PREG,148,-0.025 [-0.032--0.02],1.001e-04,***,Haemorrhage in early pregnancy,Pregnancy
M13_SJOGREN,13564,-0.025 [-0.026--0.02],1.000e-315,***,Sicca syndrome [Sjögren],Musculoskeletal
AB1_VIRAL_WARTS,3425,-0.026 [-0.029--0.02],9.233e-77,***,Viral warts,Infectious and parasitic
M13_CERVICALGIA,179,-0.026 [-0.033--0.02],4.943e-08,***,Cervicalgia,Musculoskeletal
M13_THORACISPINEPAIN,151,-0.027 [-0.035--0.02],4.231e-05,***,Pain in thoracic spine,Musculoskeletal
M13_CONNECTNAS,4565,-0.028 [-0.029--0.03],1.000e-315,***,Other specified/unspecified systemic involvement of connective tissue,Musculoskeletal
M13_MCTD,5075,-0.028 [-0.029--0.03],1.000e-315,***,Mixed connective tissue disease,Musculoskeletal
IPF,3405,-0.028 [-0.028--0.03],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
ALLERG_RHINITIS,746,-0.029 [-0.038--0.02],4.835e-06,***,Allergic rhinitis,Respiratory
I9_HYPTENS,25618,-0.029 [-0.032--0.03],3.813e-120,***,Hypertension,Circulatory
RESP_ILL_DIS_CLASS_ELSEWHERE,55,-0.029 [-0.033--0.03],5.242e-62,***,Respiratory disorders in diseases classified elsewhere,Respiratory
I9_ARTOTH,187,-0.030 [-0.035--0.03],1.286e-28,***,Other diseases of arteries and capillaries,Circulatory
K11_OTHDIG,23141,-0.030 [-0.031--0.03],1.000e-315,***,Diseases of the digestive system,Digestive
M13_OSTEOPOROSIS,372,-0.030 [-0.037--0.02],5.560e-13,***,Osteoporosis,Musculoskeletal
G6_EPIPAROX,1509,-0.030 [-0.041--0.02],0.006,**,Episodal and paroxysmal disorders,Nervous
D3_ITP,120,-0.031 [-0.037--0.02],2.358e-18,***,Idiopathic thrombocytopenic purpura,Blood and immune
CD2_LYMPHOID_LEUKAEMIA,767,-0.031 [-0.033--0.03],6.663e-224,***,Lymphoid leukaemia,Neoplasms
D3_SARCOIDOSIS,15089,-0.031 [-0.032--0.03],1.000e-315,***,Sarcoidosis,Blood and immune
DM_NEPHROPATHY,7402,-0.031 [-0.033--0.03],1.730e-287,***,Diabetic nephropathy,Genitourinary
M13_ADHCAPSULITIS,1742,-0.032 [-0.036--0.03],5.806e-45,***,Adhesive capsulitis of shoulder,Musculoskeletal
E4_THYROIDITAUTOIM,932,-0.033 [-0.035--0.03],5.412e-226,***,Autoimmune thyroiditis,Endocrine and metabolic
M13_TRIGGERFINGER,2255,-0.033 [-0.036--0.03],1.855e-98,***,Trigger finger,Musculoskeletal
M13_MYOSITIS,988,-0.034 [-0.035--0.03],1.000e-315,***,Myositis,Musculoskeletal
CD2_HODGKIN_LYMPHOMA,268,-0.034 [-0.038--0.03],1.361e-59,***,"Hodgkin lymphoma, hilmo",Neoplasms
G6_MIGRAINE,354,-0.034 [-0.042--0.03],3.694e-11,***,Migraine,Nervous
E4_TESTICHYPO,23,-0.035 [-0.047--0.02],7.618e-04,***,Testicular hypofunction,Endocrine and metabolic
M13_TENDOSYNOVITISNAS,236,-0.036 [-0.043--0.03],8.578e-15,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
I9_HYPTENSESS,17744,-0.036 [-0.039--0.03],2.401e-129,***,"Hypertension, essential",Circulatory
M13_CERVICDISC,530,-0.036 [-0.043--0.03],6.714e-25,***,Cervical disc disorders,Musculoskeletal
H8_HL_SEN_NAS,5357,-0.037 [-0.042--0.03],8.839e-32,***,Sensorineural hearing loss,Ear and mastoid
E4_MINERAL_MET,806,-0.037 [-0.039--0.03],1.397e-183,***,Disorders of mineral metabolism,Endocrine and metabolic
N14_NEPHROTICSYND,824,-0.037 [-0.039--0.03],4.739e-249,***,Nephrotic syndrome,Genitourinary
K11_ENERCOLNONINF,4471,-0.038 [-0.043--0.03],9.273e-46,***,Noninfective enteritis and colitis,Digestive
I9_ATHSCLE,3616,-0.038 [-0.046--0.03],3.538e-19,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
E4_ENDOMETPOSTOP,4212,-0.039 [-0.041--0.04],1.000e-315,***,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",Endocrine and metabolic
POLLENALLERG,487,-0.040 [-0.048--0.03],5.369e-17,***,Pollen allergy,Respiratory
N14_CERVICAL_LSIL,1187,-0.041 [-0.045--0.04],4.755e-66,***,LSIL lesion of the cervix uteri,Genitourinary
G6_CARPTU,3265,-0.041 [-0.045--0.04],3.839e-87,***,Carpal tunnel syndrome,Nervous
E4_ADDISON,668,-0.042 [-0.044--0.04],4.271e-295,***,Adrenocortical insufficiency,Endocrine and metabolic
AB1_SEXUAL_TRANSMISSION_NOS,10411,-0.042 [-0.044--0.04],1.000e-315,***,"Other predominantly sexually transmitted diseases, not elsewhere classified",Infectious and parasitic
N14_CERVICAL_HSIL,5964,-0.043 [-0.045--0.04],3.746e-217,***,HSIL lesion of the cervix uteri,Genitourinary
G6_PARKINSON,2693,-0.043 [-0.044--0.04],1.000e-315,***,Parkinson's disease,Nervous
M13_DORSOPATHY,8797,-0.043 [-0.049--0.04],5.389e-44,***,Dorsopathies,Musculoskeletal
J10_PERITONSABSC,1910,-0.044 [-0.050--0.04],1.075e-42,***,Peritonsillar abscess,Respiratory
D3_ANAEMIA_IRONDEF_NAS,859,-0.044 [-0.050--0.04],3.454e-41,***,Other and unspecified iron deficiency,Blood and immune
K11_ACUTPANC,242,-0.045 [-0.060--0.03],0.001,**,Acute pancreatitis,Digestive
N14_FEMALE_GENITAL_HSIL,6550,-0.045 [-0.048--0.04],3.331e-270,***,"HSIL lesion of the cervix uteri, vagina or vulva",Genitourinary
I9_SAH,322,-0.046 [-0.049--0.04],1.891e-192,***,Subarachnoid haemorrhage,Circulatory
M13_SPONDYLOSIS,854,-0.047 [-0.055--0.04],8.311e-24,***,Spondylosis,Musculoskeletal
H7_CHOROIDRETINA,12847,-0.047 [-0.050--0.04],7.266e-244,***,Disorders of choroid and retina,Eye and adnexa
